,E,N,namewithoutadditions
16284,2823760.448,1205305.37,Mot Salatsch
16285,2773695.148,1205230.998,Cavadürli
16286,2739882.072,1205245.322,Heuberghüttli
16287,2782650.375,1205169.414,Brema
16288,2781191.063,1205135.248,Gädmen
16289,2782142.377,1205102.328,Rüti
16290,2779068.887,1205070.873,Spitzi
16291,2731156.094,1205048.822,Herenegg
16292,2732032.474,1205070.978,Sandigen
16293,2772965.529,1205041.225,Catils
16294,2781059.638,1205010.255,Matten
16295,2779689.515,1204956.116,Sagen
16296,2733233.942,1204992.282,Chamm
16297,2758881.938,1204975.934,Ferrenberg
16298,2780000.131,1204952.178,Bord
16299,2779289.504,1205036.671,Rütland
16300,2763565.496,1204839.011,Sagen
16301,2774618.534,1204824.012,Fadür
16302,2764938.835,1204814.562,Felsenbach
16304,2757143.659,1204839.858,Täga
16305,2780225.001,1204762.28,Schwendi
16306,2740377.718,1204755.405,Willaui
16307,2766708.19,1204772.455,Häri
16308,2727244.631,1204736.061,Ober Stäfeli
16309,2757503.102,1204732.199,Ziegelhütten
16310,2772536.462,1204744.74,Caschlaun
16311,2766281.567,1204780.086,Unter Gaschlun
16312,2731180.853,1204651.861,Gfell
16313,2757885.993,1204631.689,Tal
16314,2781153.52,1204623.009,Wisli
16315,2780376.936,1204593.835,Halde
16316,2765868.784,1204569.912,Sattel
16317,2767294.021,1204541.884,Überlandquart
16318,2767668.229,1204604.7,Parwurst
16319,2741758.838,1204572.353,Vorsiez
16320,2726677.904,1204575.387,Schwamm
16321,2732871.551,1204570.273,Skihaus
16322,2742298.509,1204550.262,Gula
16323,2782836.502,1204557.771,Engi
16324,2743299.13,1204529.132,Vordersäss
16325,2728847.77,1204365.977,Unterstafel
16326,2755919.629,1204549.599,Bad Pfäfers
16327,2759196.854,1204505.821,Schlüechtli
16328,2766213.729,1204516.866,Geissgaden
16329,2731158.817,1204499.916,Oberrüti
16330,2753900.076,1204507.884,Branggis
16331,2733322.257,1204493.371,Fitterenstäfeli
16332,2773490.375,1204421.378,Plär
16333,2766060.191,1204436.695,Tenn
16334,2783122.076,1204427.611,Matten
16335,2780683.831,1204519.299,Inner Ascharina
16336,2766678.655,1204426.415,Boden
16337,2735864.048,1204396.299,Vorder Winggelhütten
16338,2766821.405,1204401.34,Unter Buochwald
16339,2774649.989,1204332.463,Cug
16340,2731121.175,1204345.577,Ringgen
16341,2731904.438,1204354.455,Hübel
16342,2759169.088,1204356.066,Spig
16343,2772864.832,1204315.113,Prodavos
16344,2780491.253,1204357.64,Loch
16345,2765781.591,1204282.673,Boden
16346,2734907.76,1204296.984,Oberstafel
16347,2773824.959,1204317.902,Schaplaun
16348,2725688.482,1204270.769,Niderenstafel
16349,2783283.327,1204289.051,Dörfji
16350,2727015.095,1204220.329,Mittlist
16351,2770815.339,1204247.588,Rosenberg
16352,2766455.868,1204179.259,Patluong
16353,2774891.558,1204254.555,Pilidarscha
16354,2731978.138,1204188.065,Altmannberg
16355,2772271.167,1204168.307,Rafrüa
16356,2725724.871,1204160.888,Nüenhüttli
16357,2736288.05,1204132.172,Mittelstafel
16358,2728334.187,1204125.752,Mittelstafel
16359,2751831.806,1204049.935,Obersäss
16360,2729950.091,1204060.577,Chreuelberg
16361,2775465.043,1204068.76,Waiza
16362,2757868.856,1204066.881,Sennhus
16363,2730701.731,1204108.083,Mattlaui
16364,2780248.455,1204083.955,Gela
16365,2774082.454,1204048.44,Mataun
16366,2756104.122,1204052.244,Ragol
16367,2758778.284,1204025.647,Matteli
16368,2766202.329,1204006.747,Balzenrüti
16369,2776152.581,1203976.07,Stäfel
16370,2774054.78,1203965.391,Canschier
16371,2763630.379,1203938.135,Alt Ganda
16372,2768171.817,1203939.948,Stein
16373,2778156.824,1203927.48,Valpun
16374,2774585.251,1203947.812,Schanenn
16375,2734240.612,1203910.1,Oberstafel
16376,2732962.122,1203846.357,Weiden
16377,2773079.597,1203881.532,Tit
16378,2769073.571,1203870.73,Boden
16379,2736973.547,1203875.819,Oberstafel
16380,2767236.804,1203853.681,Unterhof
16381,2773566.404,1203882.908,Schalaun
16382,2732093.154,1203852.382,Hinter Orenberg
16383,2753347.546,1203817.579,Läui
16384,2758581.539,1203773.156,Valzauda
16385,2773283.436,1203819.168,Cafia
16386,2753773.389,1203807.435,Müllerberg
16387,2740117.054,1203818.437,Glätti
16388,2766039.842,1203783.468,Untergüetli
16389,2767022.52,1203796.872,Hof
16390,2780518.64,1203891.735,Mittel Ascharina
16391,2735752.834,1203748.388,Unterstafel
16392,2754268.213,1203742.681,Canova
16393,2762721.135,1203734.127,Rütihof
16394,2753560.668,1203728.014,Helgenegg
16395,2769115.791,1203701.962,Stuben
16396,2762640.388,1203712.809,Auhof
16397,2782675.867,1203711.535,Säss
16398,2759038.907,1203746.367,Spiger Weg
16399,2754803.761,1203691.082,Lavadiel
16400,2757865.866,1203710.374,Höf
16401,2759945.646,1203645.803,Frettis
16402,2768810.758,1203683.483,Stettli
16403,2729401.009,1203667.225,Mittelstafel
16404,2735502.47,1203661.928,Unterstafel
16405,2753318.141,1203639.745,Gaffria
16406,2775001.948,1203634.18,Windegg
16407,2780160.952,1203801.627,Tobel
16408,2732371.197,1203620.199,Ängisboden
16409,2728158.496,1203625.513,Oberstafel
16410,2775343.967,1203622.28,Ganils
16411,2733960.604,1203614.843,Sülzli
16412,2775929.504,1203616.616,Sässji
16413,2755256.252,1203530.825,Glarina
16414,2738484.572,1203555.261,Mittelsäss
16415,2780569.097,1203483.277,Roneggen
16416,2732727.336,1203524.307,Hüsli
16417,2780031.087,1203523.56,Schwendi
16418,2765526.574,1203486.605,Eggen
16419,2776235.976,1203498.707,Scurzwald
16420,2766038.693,1203500.759,Unter Valzalum
16421,2758059.117,1203486.659,Grueb
16422,2767559.431,1203492.545,Unterhus
16423,2766217.248,1203439.2,Valzalum
16424,2766517.329,1203455.479,Lochi
16425,2737912.398,1203412.135,Matthütten
16426,2769048.788,1203432.264,Joder
16427,2775078.804,1203423.532,Obere Pardiela
16428,2759194.91,1203434.257,Boden
16429,2769438.677,1203428.938,Oberboden
16430,2739361.124,1203439.987,Untersäss
16431,2742055.355,1203420.371,Unterscheubs
16432,2759402.892,1203411.52,Munt
16433,2774840.163,1203395.824,Pardiela
16434,2774695.737,1203363.762,Surri
16435,2732376.306,1203338.884,Schiben
16436,2752185.212,1203338.583,Mittelsäss
16437,2767249.761,1203332.073,Oberhus
16438,2733072.054,1203323.431,Stigenberg
16439,2759759.23,1203295.171,Säge
16440,2766641.747,1203278.682,Ober Valzalum
16441,2725822.309,1203189.151,Chis
16442,2729091.722,1203214.945,Oberstafel
16443,2758145.22,1203196.899,Büel
16444,2754939.013,1203126.004,Tschenner
16445,2773945.402,1203168.368,Lär
16446,2758617.343,1203158.007,Prafisaschga
16447,2765375.794,1203171.581,Unter Valzeina
16448,2758436.172,1203203.068,Jägeri
16449,2759890.327,1203160.749,Gletti
16450,2746892.332,1203138.066,Stofel
16451,2764645.822,1203126.036,Bärgi
16452,2784721.963,1203117.141,Talegg
16453,2765871.813,1203076.819,Nigglihus
16454,2774461.582,1203089.656,Untere Pardiela
16455,2765324.705,1203068.664,Althus
16456,2731464.818,1203046.169,Boligen
16457,2752328.799,1203062.334,Dreher
16458,2759388.659,1203042.592,Munter Egg
16459,2779919.696,1202991.344,Usser Ascharina
16460,2733086.438,1203043.043,Hoschet
16461,2771070.22,1203025.119,Eggen
16462,2732983.576,1202948.427,Ändi
16463,2759964.148,1202888.689,Vallätscha
16464,2758146.909,1202925.983,Fürggli
16465,2732543.331,1202934.017,Hoschet
16466,2771679.651,1202882.29,Platte
16467,2764555.511,1202787.043,Härtlischgaden
16468,2765566.945,1202814.781,Stein
16469,2764858.04,1202797.416,Cavadura
16470,2781505.089,1202801.247,Vordersäss
16471,2760124.843,1202801.872,Hirschau
16472,2733187.568,1202772.666,Wijenegg
16473,2767831.89,1202662.003,Sutersch Boden
16474,2759997.304,1202678.249,Gissübel
16475,2779804.135,1202681.322,Gadenstätt
16476,2759763.105,1202643.959,Prafieb
16477,2770792.673,1202661.832,Hauptji
16478,2779117.014,1202623.211,Alpanova
16479,2750611.362,1202591.334,Säss
16480,2764733.794,1202573.955,Gadenstatt
16481,2760098.541,1202553.309,Armenguot
16482,2757211.635,1202540.01,Maton
16483,2780207.228,1202517.719,Bremboden
16484,2767711.129,1202526.193,Oberboden
16485,2765580.939,1202518.274,Halde
16486,2755717.45,1202402.53,Böden
16487,2730578.705,1202512.019,Riedboden
16488,2758878.784,1202500.649,Unter Vajuoza
16489,2753988.508,1202495.895,Vasöner Älpli
16490,2764880.775,1202490.114,Eschen
16491,2764556.758,1202468.729,Tritt
16492,2779744.882,1202438.964,Padüsli
16493,2732555.08,1202435.338,Weid
16494,2770702.257,1202428.858,Spina
16495,2769858.939,1202345.87,Vorderried
16496,2744756.685,1202381.346,Guetentalhüttli
16497,2726524.236,1202363.004,Mettmen
16498,2738396.314,1202360.57,Prägelhütte
16499,2733673.191,1202348.656,Hinter Trosgi
16500,2771791.55,1202342.393,Eggelti
16501,2774688.033,1202328.929,Fajal
16502,2766322.36,1202270.404,Güeter
16503,2759405.084,1202259.91,Tarviersch
16504,2769727.331,1202213.859,Rongg
16505,2771915.121,1202238.652,Pracomun
16506,2773975.416,1202200.9,Säge
16507,2758461.164,1202170.763,Ober Vajuoza
16508,2726311.916,1202128.948,Garichti
16509,2765762.615,1202061.927,Sigg
16510,2745574.363,1202097.247,Säss
16511,2776109.699,1202074.824,Plan di Stafel
16512,2773455.559,1202041.477,Tschipp
16513,2766127.22,1202022.997,Lochji
16514,2772465.845,1201997.839,Fuchsenwihel
16515,2779498.496,1201850.292,Gadenstätt
16516,2731976.283,1201795.425,Stalden
16517,2773257.431,1201989.631,Obergasse
16518,2770096.639,1201975.329,Rona
16519,2775854.637,1201987.138,Tratza
16520,2758691.968,1201960.639,Jerätsch
16521,2769813.164,1201938.724,Höhi
16522,2778097.809,1201790.535,Bova
16523,2772064.811,1201913.554,Schneller
16524,2764371.339,1201923.766,Flüeli
16525,2783162.546,1201899.399,Berghütte
16526,2770214.979,1201881.853,Rufinalta
16527,2760015.175,1201839.449,Loch
16528,2782329.419,1201778.888,Hindersäss
16529,2771639.144,1201689.211,Falazaun
16530,2770698.3,1201765.761,Boden
16531,2769074.186,1201737.389,Danusa
16532,2766208.542,1201706.218,Riss
16533,2758422.038,1201810.619,Tanzboden
16534,2764856.211,1201680.256,Eggen
16535,2755160.282,1201670.166,Langwis
16536,2754257.481,1201623.678,Bachberg
16537,2730378.132,1201614.52,Loch
16538,2770906.244,1201678.39,Matätsch
16539,2759765.438,1201616.743,Frättis
16540,2771951.283,1201462.363,Jarälla
16541,2729383.854,1201638.151,Oberstafel
16543,2775767.511,1201606.505,Unter Tratza
16544,2779412.191,1201513.766,Lenzi
16545,2758515.289,1201548.331,Ragalla
16546,2769281,1201523.421,Hof
16547,2758310.425,1201507.202,Valtscharnus
16548,2760005.772,1201298.852,Friewis
16549,2778909.087,1201368.501,Rüfi
16550,2764543.93,1201414.299,Gruobi
16551,2774913.837,1201382.201,Gaschneida
16552,2779273.397,1201424.86,Gaila
16553,2767820.52,1201388.53,Bünden
16554,2731789.66,1201347.321,Au
16555,2774105.392,1201366.445,Prada
16556,2766256.902,1201451.929,Rissli
16557,2769008.705,1201406.546,Güfer
16558,2766424.365,1201340.672,Brand
16559,2765204.045,1201219.111,Loch
16560,2774512.272,1201223.667,Plaus
16561,2729110.038,1201170.445,Büchel
16562,2775553.25,1201155.44,Plustorna
16563,2759273.922,1201143.831,Mateilis
16564,2776396.342,1201140.406,Promisaun
16565,2767173.377,1201106.926,Cheiseri
16566,2774322.066,1201064.424,Plattis
16567,2768037.345,1201035.812,Wisli
16568,2739898.155,1200950.272,Muetertalhüttli
16569,2775241.034,1200918.747,Bord
16570,2777254.885,1200938.954,Schurli
16571,2739060.134,1200902.475,Stöfeli
16572,2738760.299,1200872.756,Foo
16573,2759540.435,1200791.99,Padnal
16574,2760086.628,1200832.769,Müleli
16575,2768137.228,1200837.473,Ronen
16576,2775447.367,1200789.759,Geisswis
16577,2777875.742,1200807.531,Fliet
16578,2773910.086,1200795.743,Terfals
16579,2777247.818,1200566.353,Cresta
16580,2770924.295,1200665.864,Platte
16581,2774691.567,1200618.798,Parsot
16582,2751726.85,1200611.414,Rindersäss
16583,2775019.922,1200582.912,Nuois
16584,2777456.791,1200537.045,Bad
16585,2765649.039,1200479.248,Unter Clavadätsch
16586,2734791.698,1200461.199,Chamm
16587,2765335.604,1200502.466,Ober Clavadätsch
16588,2731961.385,1200421.709,Britteren
16589,2777400.808,1200421.408,Chlus
16590,2759498.864,1200335.885,Chütliberg
16591,2766739.942,1200323.597,Baron
16592,2775115.44,1200280.887,Taufs
16593,2770483.262,1200242.794,Brüelsch
16594,2765525.62,1200242.944,Clavadätsch
16595,2731745.824,1200265.693,Meissenboden
16596,2780430.077,1200175.815,Radaz
16597,2775580.705,1200183.764,Pargänia
16598,2779251.464,1200196.011,Clavamartsch
16599,2748893.138,1200176,Säss
16600,2736152.428,1200170.282,Raminer Matt
16601,2770083.917,1200182.867,Eggen
16602,2779667.011,1200117.248,Planggen
16603,2759756.124,1199714.125,Untervaz
16604,2752903.352,1200096.579,Hütten
16605,2726726.082,1200101.35,Ober Stafel
16606,2726311.28,1200047.011,Chärpfstäfeli
16607,2753467.473,1199938.983,Grasplon
16608,2758400.763,1199934.154,Pradardua
16609,2731705.453,1199928.6,Teufenboden
16610,2779028.05,1199930.222,Runggalina
16611,2776501.772,1199917.423,Matraufa
16612,2770009.779,1199919.212,Gärbi
16613,2766269.916,1199912.624,Schluocht
16614,2732085.67,1199895.72,Schmalen
16615,2757974.793,1199839.191,Pragguot
16616,2768230.53,1199821.12,Nüsäss
16617,2775564.764,1199757.198,Putz
16618,2774789.094,1199840.559,Padinia
16619,2753636.073,1199762.062,Rüti
16620,2746125.808,1199709.355,Obersäss
16621,2731815.765,1199747.696,Strit
16622,2760153.475,1199707.15,Clauoz
16623,2769509.383,1199596.027,Hinterberg
16624,2753510.51,1199625.014,Feuscha
16625,2765235.988,1199641.518,Gallisch Hus
16626,2730478.97,1199632.863,Mittler Chüeboden
16627,2729863.806,1199562.725,Ober Chüeboden
16628,2780365.527,1199543.688,CuWa
16629,2764957.737,1199533.695,Churberg
16630,2774689.249,1199526.488,Parnezlis
16632,2778972.401,1199493.567,Ämmänni Gaden
16633,2741812.254,1199477.571,Obersäss
16634,2758923.684,1199471.492,Castrinis
16635,2782476.147,1199504.776,Zastia
16636,2733975.337,1199426.142,Mittelstafel
16637,2767788.225,1199484.063,Scära
16638,2743445.944,1199435.9,Obersäss
16639,2745400.429,1199371.565,Mittelsäss
16640,2778485.976,1199313.098,Canal
16641,2731092.064,1199321.016,Unter Chüeboden
16642,2779456.852,1199322.097,Ror
16643,2736158.896,1199332.336,Mittler Stafel
16644,2765478.916,1199304.779,Büdemji
16645,2766304.408,1199272.51,Boden
16646,2780305.552,1199306.332,Lieten Berg
16647,2744608.611,1199259.754,Untersäss
16648,2778753.139,1199279.671,Pläviggin
16649,2758086.181,1199249.476,Ratschon
16650,2765547.374,1199190.194,Hinter Büdemji
16651,2732002.601,1199177.196,Trächslen
16652,2732075.122,1199055.347,Unterland
16653,2769611.144,1199071.653,Sagen
16654,2781866.25,1199065.662,Ganschiersch
16655,2746761.654,1199037.731,Säss
16656,2731877.032,1199013.431,Brunnaderen
16657,2766341.975,1199034.123,Chalchofen
16658,2758480.532,1199003.634,Walbella
16659,2732279.849,1198975.283,Vorder Äschen
16660,2765714.988,1198923.466,Henslisch Boden
16661,2742077.644,1198907.715,Untersäss
16662,2745585.557,1198909.481,Stockboden
16663,2784793.685,1198896.008,Glatteggen
16664,2731673.604,1198901.23,Bleiggen
16665,2772541.679,1198888.392,Runggalätsch
16666,2781792.939,1198902.628,Schluppidura
16667,2771432.178,1198810.329,Feisti
16668,2754808.203,1198703.671,Schröterhütten
16669,2782300.356,1198536.969,Ober Planggen
16671,2767290.559,1198620.354,Chadschlag
16672,2757822.197,1198603.397,Artaschiev
16673,2744848.022,1198587.529,Tüfwald
16674,2771437.388,1198578.856,Junker
16675,2765917.658,1198618.349,Schindelboden
16676,2774922.052,1198552.376,Höfli
16677,2731285.538,1198567.508,Gerstboden
16678,2760239.505,1198512.994,Fenza
16679,2759184.631,1198473.051,Pizital
16680,2784886.191,1198510.847,Obersäss
16681,2769244.356,1198463.55,Untersäss
16682,2782174.093,1198445.161,Planggen
16683,2758667.997,1198401.726,Zanoppis
16684,2733197.01,1198471.115,Gamperduner Stäfeli
16685,2772766.849,1198442.375,Charstlig
16686,2772048.099,1198438.249,Chlei Schwendi
16687,2788681.617,1198439.803,Gretsch
16688,2781564.443,1198417.617,Elsen Gaden
16689,2741435.213,1198450.264,Sardonahütte
16690,2746146.364,1198403.973,St. Martin
16691,2732403.278,1198449.307,Hinter Äschen
16692,2778365.696,1198312.545,Runggalätsch
16693,2758363.242,1198258.436,Spinis
16694,2729751.01,1198184.081,Ober Ämpächli
16695,2732808.632,1198222.126,Chnollen
16696,2771997.765,1198184.573,Gross Schwendi
16697,2731580.962,1198180.08,Güetli
16698,2743153.122,1198165.891,Tristel
16699,2774618.624,1198095.643,Fataunis
16700,2733465.818,1198127.772,Raminer Stäfeli
16701,2762423.626,1198111.899,Molinära
16702,2763882.97,1197974.438,Pardätsch
16703,2730720.984,1198191.702,Unter Ämpächli
16704,2758678.35,1198112.12,Ramenn
16705,2768930.523,1198090.89,Obersäss
16706,2759873.064,1198046.235,Pramanengel
16707,2759489.63,1197953.874,Lat
16708,2754761.74,1197940.812,Guaggis
16709,2735149.634,1197934.75,Stäfeli
16710,2735694.645,1197897.961,Horn
16711,2781304.972,1197890.265,Hof
16712,2777991.202,1197897.137,Helden Hof
16713,2731310.771,1198167.04,Wald
16714,2772050.219,1197802.395,Grüen Schluocht
16715,2784542.012,1197819.233,Untersäss
16716,2774883.287,1197847.163,Plattis
16717,2758590.042,1197747.192,Bitiein
16718,2766533.268,1197742.898,Säge
16719,2779408.789,1197675.323,Cafilonga
16720,2758425.848,1197663.259,Pradawald
16721,2777551.244,1197675.201,Parggüetscha
16722,2761524.506,1197669.313,Fuchsenhus
16723,2776388.227,1197650.431,Tieja
16724,2749502.748,1197649.588,Gigerwald
16725,2731327.731,1197553.734,Stalden
16726,2780402.671,1197590.379,Turnisch Hus
16727,2776683.857,1197551.309,Bonersch Wis
16728,2762839.866,1197461.294,Ober Spiel
16729,2776266.833,1197565.672,Ramaidels
16730,2771744.817,1197542.558,Rütiboden
16731,2763872.625,1197629.913,Tarnags
16733,2777399.754,1197510.53,Turgi
16734,2730956.058,1197481.943,Moldboden
16735,2790739.288,1197419.88,Usser Säss
16736,2778148.936,1197358.311,Praberjan
16737,2762337.225,1197336.819,Quart
16738,2772147.823,1197482.764,Nütieja
16739,2730845.517,1197333.764,Maienegg
16740,2789196.491,1197295.671,Säss
16741,2774611.441,1197385.283,Matalta
16742,2759099.7,1197268.6,Prameisters
16743,2750201.984,1197204.828,Läger
16744,2775774.738,1197170.71,Cagull
16745,2778756.467,1197249.154,Pardels
16746,2775509.067,1197213.262,Bofis
16747,2792697.626,1197133.126,Inner Säss
16748,2730031.786,1197105.879,Tristel
16749,2728946.796,1197068.269,Dachsenstein
16750,2758630.056,1197076.146,Gortschna
16751,2782016.938,1197033.928,Cuntermaggin
16752,2776967.893,1197089.93,Unter Raschitsch
16754,2730672.903,1197043.416,Chappelen
16755,2775120.905,1196900.56,Egge
16756,2773635.165,1196870.64,Untersäss
16757,2779018.926,1196858.41,Fajätsch
16758,2782176.854,1196887.268,Clavanuov
16759,2730452.904,1196764.17,Rüfi
16760,2781432.35,1196771.947,Unter Hajaho
16761,2730055.47,1196655.466,Steinibach
16762,2784866.868,1196747.552,Wiss Tschuggen
16763,2779951.354,1196781.882,Cafall
16764,2782900.228,1196761.414,Boden
16765,2782181.978,1196626.135,Büelen
16766,2775289.389,1196687.829,Travischina
16767,2774875.729,1196662.988,Rütland
16768,2776706.039,1196661.253,Badstein
16769,2777147.666,1196589.715,Ober Raschitsch
16770,2781953.696,1196612.089,Gadenstätt
16771,2778977.325,1196603.694,Plandagorz
16772,2785647.193,1196590.446,Bündi
16773,2779738.685,1196598.245,Sagen
16774,2729347.97,1196567.295,Chlebberg
16775,2780116.68,1196599.64,Parwald
16776,2733729.659,1196535.257,Schwammegg
16778,2779241.917,1196600.838,Fajols
16779,2758097.229,1196482.359,Ceuschi
16780,2729964.807,1196430.742,Leibach
16781,2729617.449,1196442.379,Hinterhus
16782,2761028.259,1196447.575,Isla
16783,2772082.285,1196412.473,Mundja
